filename,DensityFeatures__vpa,DensityFeatures__packing fraction,GlobalSymmetryFeatures__spacegroup_num,GlobalSymmetryFeatures__n_symmetry_ops,ChemicalOrdering__mean ordering parameter shell 1,ChemicalOrdering__mean ordering parameter shell 3,MaximumPackingEfficiency__max packing efficiency,StructuralComplexity__structural complexity per atom,StructuralComplexity__structural complexity per cell,AtomicOrbitals__HOMO_energy,AtomicOrbitals__LUMO_energy,AtomicPackingEfficiency__mean simul. packing efficiency,AtomicPackingEfficiency__mean abs simul. packing efficiency,AtomicPackingEfficiency__dist from 1 clusters |APE| < 0.010,CohesiveEnergy__cohesive energy,ElectronegativityDiff__std_dev EN difference,ElementProperty_magpie__MagpieData mode MendeleevNumber,ElementProperty_magpie__MagpieData minimum AtomicWeight,ElementProperty_magpie__MagpieData maximum Row,ElementProperty_magpie__MagpieData mean Electronegativity,ElementProperty_magpie__MagpieData mean NsValence,ElementProperty_magpie__MagpieData avg_dev NsValence,ElementProperty_magpie__MagpieData avg_dev NpValence,ElementProperty_magpie__MagpieData maximum NdValence,ElementProperty_magpie__MagpieData avg_dev NdValence,ElementProperty_magpie__MagpieData mode NdValence,ElementProperty_magpie__MagpieData mean NfValence,ElementProperty_magpie__MagpieData avg_dev NfValence,ElementProperty_magpie__MagpieData avg_dev NValence,ElementProperty_magpie__MagpieData range NpUnfilled,ElementProperty_magpie__MagpieData avg_dev NpUnfilled,ElementProperty_magpie__MagpieData mode NpUnfilled,ElementProperty_magpie__MagpieData maximum NdUnfilled,ElementProperty_magpie__MagpieData minimum NUnfilled,ElementProperty_magpie__MagpieData avg_dev NUnfilled,ElementProperty_magpie__MagpieData mode NUnfilled,ElementProperty_magpie__MagpieData minimum GSvolume_pa,ElementProperty_magpie__MagpieData mode GSvolume_pa,ElementProperty_magpie__MagpieData avg_dev GSbandgap,ElementProperty_magpie__MagpieData mode GSbandgap,ElementProperty_magpie__MagpieData minimum SpaceGroupNumber,ElementProperty_magpie__MagpieData maximum SpaceGroupNumber,ElementProperty_magpie__MagpieData mode SpaceGroupNumber,ElementProperty_matminer__PymatgenData maximum block,ElementProperty_matminer__PymatgenData std_dev electrical_resistivity,ElementProperty_matminer__PymatgenData minimum velocity_of_sound,ElementProperty_matminer__PymatgenData maximum velocity_of_sound,ElementProperty_matminer__PymatgenData mean thermal_conductivity,ElementProperty_matminer__PymatgenData std_dev thermal_conductivity,ElementProperty_matminer__PymatgenData minimum bulk_modulus,ElementProperty_matminer__PymatgenData range bulk_modulus,ElementProperty_matminer__PymatgenData minimum coefficient_of_linear_thermal_expansion,ElementProperty_matminer__PymatgenData range coefficient_of_linear_thermal_expansion,ElementProperty_mp_transport__TransportData maximum sigma_n,ElementProperty_mp_transport__TransportData mode S_p,ElementProperty_mp_transport__TransportData maximum S_n,ElementProperty_mp_transport__TransportData maximum PF_n,ElementProperty_mp_transport__TransportData maximum m_p,ElementProperty_mp_transport__TransportData minimum m_n,ElementProperty_mp_transport__TransportData mode m_n,Miedema__Miedema_deltaH_ss_min,OxidationStates_deml__minimum oxidation state,OxidationStates_deml__maximum oxidation state,WenAlloys__Radii local mismatch,WenAlloys__Total weight,WenAlloys__Lambda entropy,WenAlloys__Electronegativity local mismatch,WenAlloys__Mixing enthalpy,WenAlloys__Interant electrons,WenAlloys__Interant s electrons,WenAlloys__Interant d electrons,WenAlloys__Shear modulus mean
HgS,26.18914378,0.349876981,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.261676,-0.205137,0.009295829,0.009295829,0.041594517,2.13553993,0.0,71,32.065,6,2.29,2.0,0.0,2.0,10,5.0,0,7.0,7.0,10.0,2,1.0,0,0,0,1.0,0,25.23758621,25.23758621,1.101,0.0,70,166,70,3,1414210000000000.0,1407.0,3505.7375,4.2525,5.724029394,7.7,17.3,1.63e-05,0.0,227041.6426,160.6572712,-10.09454677,17.95032057,0.000123871,-0.000414428,-0.000414428,0.055826302,-2.0,2.0,12.25,930.62,-0.156071528,0.036849315,14.20357686,4,0,0,31.49828767
HgSe,29.68520435,0.345421123,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.245806,-0.205137,-0.001413893,0.009945472,0.088388348,1.801920713,0.0,71,78.96,6,2.275,2.0,0.0,2.0,10,0.0,10,7.0,7.0,5.0,2,1.0,0,0,0,1.0,0,25.23758621,25.23758621,0.3995,0.0,14,166,14,3,17247200000000.0,1407.0,3350.0,4.41,5.501290758,8.3,16.7,1.63e-05,0.0,227041.6426,160.6572712,-10.09454677,17.95032057,0.000123871,-0.000401584,-0.000401584,0.055826302,-2.0,2.0,8.5,1118.2,-0.363416947,0.036849315,14.20357686,4,0,0,31.49828767
HgTe,35.6107761,0.359879931,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.226594,-0.205137,-0.011911427,0.011911427,0.047140452,1.620136609,0.0,71,127.6,6,2.05,2.0,0.0,2.0,10,0.0,10,7.0,7.0,5.0,2,1.0,0,0,0,1.0,0,25.23758621,25.23758621,0.232,0.0,152,166,152,3,7e-05,1407.0,2610.0,5.65,3.74766594,25.0,40.0,1.63e-05,0.0,227041.6426,160.6572712,-10.09454677,17.95032057,0.000123871,-0.000893918,-0.000893918,0.055826302,-2.0,2.0,3.0,1312.76,-3.412233104,0.036849315,14.20357686,4,0,0,31.49828767
Ho2O3,14.5699,0.65357938,206,48,0.581359695,0.108863148,0.4000808,1.295461844,103.6369475,-0.272677,-0.272677,-0.027082696,0.035235862,0.0,6.843559445,0.0,87,15.9994,6,2.556,2.0,0.0,1.92,0,0.0,0,4.4,5.28,3.36,2,0.96,2,0,2,0.48,2,9.105,9.105,0.0,0.0,12,194,12,3,17247200000000.0,317.5,2760.0,6.415948,11.2949136,40.0,50.7942029,1.12e-05,5.08e-06,195209.3428,736.7362453,-61.35702158,16.45573763,0.000144597,-0.000478495,-0.000478495,-0.051695764,-2.0,3.0,27.12,6045.74144,-0.021772573,0.199824658,13.63543379,15,0,0,42.46394521
In,26.48493214,0.588958697,139,32,0.0,0.0,0.684606374,0.0,0.0,-0.101782,-0.101782,0.023994,0.023994,1.0,2.52,0.0,75,114.818,5,1.78,2.0,0.0,0.0,10,0.0,10,0.0,0.0,0.0,0,0.0,5,0,5,0.0,5,24.26,24.26,0.0,0.0,139,139,139,2,0.0,1215.0,1215.0,82.0,0.0,90.7942029,0.0,3.21e-05,0.0,205785.0644,83.25610532,45.19519666,12.52890978,0.000136286,0.000136235,0.000136235,-0.025910683,0.0,0.0,0.0,229.636,0.0,0.0,1e-06,1,0,0,3.728
In2O3,13.17449292,0.514803849,206,48,0.578632006,0.106526859,0.392288648,1.295461844,103.6369475,-0.338381,-0.290497,0.018517929,0.020888819,0.035355339,4.562067388,0.0,87,15.9994,5,2.776,2.0,0.0,1.44,10,4.8,0,0.0,0.0,3.36,3,1.44,2,0,2,1.44,2,9.105,9.105,0.0,0.0,12,139,12,2,17247200000000.0,317.5,1215.0,32.815948,57.96396116,90.7942029,0.0,1.63e-05,1.58e-05,205785.0644,736.7362453,45.19519666,12.52890978,0.000136286,-0.000478495,-0.000478495,-0.328813623,-2.0,3.0,21.84,4442.1472,-0.028379583,0.036624658,13.63543379,5,0,0,33.28314521
In2S3,24.04971027,0.363941456,141,32,0.556818502,0.090414659,0.347349664,2.521928095,201.7542476,-0.261676,-0.261676,0.025108375,0.025108375,0.062853936,3.461551955,0.0,88,32.065,5,2.26,2.0,0.0,1.44,10,4.8,0,0.0,0.0,3.36,3,1.44,2,0,2,1.44,2,24.26,25.786875,1.05696,2.202,70,139,70,2,1414210000000000.0,1215.0,3505.7375,32.923,57.83779917,7.7,83.0942029,1.63e-05,1.58e-05,205785.0644,688.7617189,45.19519666,12.52890978,0.000136286,-0.000414428,-0.000414428,-0.328813623,-2.0,3.0,12.48,5213.296,-0.132146594,0.036624658,13.63543379,5,0,0,33.28314521
InAs,23.82084967,0.461132951,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.197497,-0.197497,-0.005010681,0.032731971,0.12478355,3.128509806,0.0,75,74.9216,5,1.98,2.0,0.0,1.0,10,0.0,10,0.0,0.0,1.0,2,1.0,3,0,3,1.0,3,22.175,22.175,0.0,0.0,139,166,139,2,1.76e-07,1215.0,3505.7375,66.0,22.627417,22.0,68.7942029,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,13.63361616,0.000136286,-0.004668149,-0.004668149,-0.046257985,-3.0,3.0,10.0,758.9584,-0.262568744,0.225,3.0,4,0,0,9.174
InN,15.64688393,0.535214478,186,12,0.789987378,0.383933634,0.339130715,1.0,4.0,-0.266297,-0.266297,0.011475742,0.01665371,0.111648439,3.837700667,0.0,75,14.0067,5,2.41,2.0,0.0,1.0,10,5.0,0,0.0,0.0,4.0,2,1.0,3,0,3,1.0,3,14.76875,14.76875,3.2185,0.0,139,194,139,2,17247200000000.0,333.6,1215.0,41.012915,57.96449149,90.7942029,0.0,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,12.52890978,0.000136286,-0.000737103,-0.000737103,0.334676326,-3.0,3.0,20.75,257.6494,-0.043105334,0.74,98.0,4,0,0,1.864
InP,25.72400805,0.384608054,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.20608,-0.20608,0.006319721,0.012785892,0.064282435,3.333273599,0.0,75,30.973762,5,1.985,2.0,0.0,1.0,10,5.0,0,0.0,0.0,4.0,2,1.0,3,0,3,1.0,3,22.5702381,22.5702381,0.8125,0.0,2,139,2,2,1.15e-08,1215.0,3505.7375,41.118,57.81587886,11.0,79.7942029,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,12.52890978,0.000683586,0.000136235,0.000136235,-0.052048462,-1.0,1.0,13.25,583.167048,-0.135503336,0.4125,10.5,4,0,0,5.4445
InSb-2,36.48240804,0.388798097,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.185623,-0.185623,0.023994,0.023994,1.0,2.873021675,0.0,75,114.818,5,1.915,2.0,0.0,1.0,10,0.0,10,0.0,0.0,1.0,2,1.0,3,0,3,1.0,3,24.26,24.26,0.0,0.0,139,166,139,2,2.36e-07,1215.0,3420.0,53.0,41.01219331,42.0,48.7942029,1.1e-05,2.11e-05,205785.0644,83.25610532,45.19519666,17.95677256,0.001005039,0.000136235,0.000136235,-0.073395222,-3.0,3.0,0.0,946.312,0.0,0.125,4.0,4,0,0,11.869
InSb,35.23676543,0.402542363,186,12,0.769567893,0.342124193,0.339277243,1.0,4.0,-0.185623,-0.185623,0.023994,0.023994,1.0,2.873021675,0.0,75,114.818,5,1.915,2.0,0.0,1.0,10,0.0,10,0.0,0.0,1.0,2,1.0,3,0,3,1.0,3,24.26,24.26,0.0,0.0,139,166,139,2,2.36e-07,1215.0,3420.0,53.0,41.01219331,42.0,48.7942029,1.1e-05,2.11e-05,205785.0644,83.25610532,45.19519666,17.95677256,0.001005039,0.000136235,0.000136235,-0.073395222,-3.0,3.0,0.0,946.312,0.0,0.125,4.0,4,0,0,11.869
K2CuBr3,29.97234401,0.659621137,62,8,0.636647042,0.222670726,0.381986773,2.584962501,62.03910002,-0.202272,-0.172056,0.002672227,0.005907371,0.044728241,3.024074014,0.763675324,95,39.0983,4,2.07,1.5,0.5,2.5,10,4.444444444,10,0.0,0.0,6.444444444,1,0.5,1,0,1,0.0,1,11.07,29.48,0.7285,1.457,64,229,64,3,49888967627.0,2000.0,3570.0,100.06,180.8525428,1.9,138.1,1.63e-05,2.24e-07,245774.7901,799.3423707,361.6966514,25.65267379,0.000807487,-0.000469544,-0.000469544,0.619089173,-1.0,1.0,20.79149086,1525.8184,-0.157016959,0.455772451,8.648021309,7,2,0,34.43995434
K2CuCl3,25.66298856,0.727876005,62,8,0.640279861,0.225184556,0.38319573,2.584962501,62.03910002,-0.202272,-0.172056,0.002672227,0.005907371,0.044728241,3.3317241,0.763675324,94,35.453,4,2.17,1.5,0.5,2.5,10,2.777777778,0,0.0,0.0,3.111111111,1,0.5,1,0,1,0.0,1,11.07,24.4975,1.2465,2.493,64,229,64,3,6.396021456,206.0,3570.0,100.00445,180.9027816,1.1,138.9,1.63e-05,2.24e-07,245774.7901,778.0546601,361.6966514,25.65267379,0.000807487,-0.000568144,-0.000568144,0.619089173,-1.0,1.0,20.79149086,992.4064,-0.157016959,0.455772451,8.648021309,7,2,0,34.43995434
La2O3,18.32619194,0.70754522,206,48,0.587005921,0.114814219,0.402278985,1.295461844,103.6369475,-0.338381,-0.141085,0.048373635,0.051863603,0.082495791,7.22392892,0.0,87,15.9994,6,2.504,2.0,0.0,1.92,1,0.48,0,0.0,0.0,1.44,2,0.96,2,9,2,3.36,2,9.105,9.105,0.0,0.0,12,194,12,3,17247200000000.0,317.5,2475.0,5.215948,9.173593257,28.0,62.7942029,1.21e-05,4.18e-06,135075.0225,736.7362453,-127.17393,10.97609414,0.000209295,-0.000478495,-0.000478495,-0.198850937,-2.0,3.0,29.52,5212.94624,-0.019747131,0.211824658,13.63543379,5,0,1,37.75594521
La2S3,0.0,0.0,220,48,0.0,0.0,0.556775273,0.985228136,27.58638781,-0.141085,-0.141085,0.033809373,0.036150211,0.180414869,0.0,0.0,88,32.065,6,1.987556222,2.0,0.0,1.920479041,1,0.48011976,0,0.0,0.0,1.440359281,2,0.96023952,2,9,2,3.360838321,2,25.786875,25.786875,1.057223712,2.202,70,194,70,3,1414210000000000.0,2475.0,3505.7375,5.326836582,9.047431265,7.7,20.3,1.21e-05,4.18e-06,135075.0225,688.7617189,-127.17393,10.97609414,0.000209295,-0.000414428,-0.000414428,-0.198796288,0.0,0.0,20.16502993,1996.55042,-0.061672893,0.211877508,13.63883584,5,0,1,37.74452794
LaBrO,21.68822433,0.589179335,129,16,0.490022933,0.169458596,0.509605835,1.584962501,9.509775004,-0.295334,-0.141085,-0.020783394,0.040895289,0.040824829,5.997192013,0.0,13,15.9994,6,2.5,2.0,0.0,2.0,10,4.222222222,0,0.0,0.0,5.555555556,2,0.666666667,0,9,1,3.333333333,1,9.105,9.105,0.647555556,0.0,12,194,12,3,14059800000000.0,317.5,3505.7375,4.382193333,7.463385668,1.9,88.8942029,1.21e-05,4.18e-06,135075.0225,15.50311674,-127.17393,10.97609414,0.000209295,-0.000478495,-0.000478495,-0.25569636,-2.0,3.0,27.33333333,469.61774,-0.061605269,0.196133942,18.93810249,10,0,1,40.29438356
LaClO,19.54793155,0.616483378,129,16,0.463511248,0.131118367,0.52443349,1.584962501,9.509775004,-0.32038,-0.141085,-0.020783394,0.040895289,0.040824829,6.223245595,0.0,13,15.9994,6,2.566666667,2.0,0.0,2.0,1,0.444444444,0,0.0,0.0,1.555555556,2,0.666666667,0,9,1,3.333333333,1,9.105,9.105,1.108,0.0,12,194,12,3,14082300000000.0,206.0,2475.0,4.34516,7.495316519,1.1,89.6942029,1.21e-05,4.18e-06,135075.0225,15.50311674,-127.17393,10.97609414,0.000209295,-0.000568144,-0.000568144,-0.25569636,-2.0,3.0,27.33333333,380.71574,-0.061605269,0.196133942,18.93810249,10,0,1,40.29438356
LaF3,13.59021914,0.600250661,165,12,0.274244051,0.023395604,0.557038558,1.729573959,41.509775,-0.415606,-0.141085,-0.02790717,0.02790717,0.103986291,6.237367451,0.0,93,18.9984032,6,3.26,2.0,0.0,1.875,1,0.375,0,0.0,0.0,1.5,1,0.375,1,9,1,3.0,1,9.7075,9.7075,0.73875,1.97,15,194,15,3,17247200000000.0,2475.0,3505.7375,3.270775,9.172801298,28.0,62.7942029,1.21e-05,4.18e-06,135075.0225,846.8504535,-127.17393,10.97609414,0.000209295,-0.000605728,-0.000605728,-0.20010405,-1.0,3.0,6.21835443,1175.404078,-0.595887163,0.165488014,10.65268265,6,0,1,43.46743151
LaOF,15.98602357,0.67741952,216,96,0.666666667,0.138522035,0.510131071,1.584962501,19.01955001,-0.338381,-0.141085,-0.020783394,0.040895289,0.040824829,6.893133472,0.0,13,15.9994,6,2.84,2.0,0.0,2.0,1,0.444444444,0,0.0,0.0,1.555555556,2,0.666666667,0,9,1,3.333333333,1,9.105,9.105,0.875555556,0.0,12,194,12,3,14082300000000.0,317.5,3505.7375,4.351426667,7.489884234,28.0,62.7942029,1.21e-05,4.18e-06,135075.0225,15.50311674,-127.17393,10.97609414,0.000209295,-0.000605728,-0.000605728,-0.25569636,-2.0,3.0,27.33333333,695.6130928,-0.061605269,0.196133942,18.93810249,10,0,1,40.29438356
LaS2,23.30211122,0.564139672,14,4,0.453398512,0.097280999,0.434473167,1.584962501,19.01955001,-0.261676,-0.261676,-0.011935446,0.011935446,0.085709913,5.532144765,0.0,88,32.065,6,2.086666667,2.0,0.0,1.777777778,1,0.444444444,0,0.0,0.0,1.333333333,2,0.888888889,2,9,2,3.111111111,2,25.786875,25.786875,0.978666667,2.202,70,194,70,3,1414210000000000.0,2475.0,3505.7375,4.47,9.047431265,7.7,20.3,1.21e-05,4.18e-06,135075.0225,688.7617189,-127.17393,10.97609414,0.000209295,-0.000414428,-0.000414428,-0.205148477,-1.5,3.0,18.66666667,812.14188,-0.057918143,0.196133942,12.62540166,5,0,1,40.29438356
LaSe2,26.30612576,0.555011518,14,4,0.448481339,0.089834879,0.470999469,1.584962501,19.01955001,-0.245806,-0.245806,0.034022078,0.034022078,0.047140452,5.155149988,0.0,89,78.96,6,2.066666667,2.0,0.0,1.777777778,10,4.0,10,0.0,0.0,5.777777778,2,0.888888889,2,9,2,3.111111111,2,25.92,25.92,0.355111111,0.799,14,194,14,3,17247200000000.0,2475.0,3350.0,4.68,8.824692629,8.3,19.7,1.21e-05,4.18e-06,135075.0225,646.9921645,-127.17393,10.97609414,0.000209295,-0.000401584,-0.000401584,-0.205148477,-1.25,2.5,15.33333333,1187.30188,-0.099442184,0.196133942,12.62540166,5,0,1,40.29438356
MgF2,10.81965165,0.467802014,136,16,0.366427653,0.069666485,0.374011887,0.918295834,5.509775004,-0.415606,-0.175427,0.000495138,0.014114234,0.033671751,4.880618088,0.0,93,18.9984032,3,3.09,2.0,0.0,2.222222222,0,0.0,0,0.0,0.0,2.222222222,1,0.444444444,1,0,0,0.444444444,1,9.7075,9.7075,0.875555556,1.97,15,194,15,2,17247200000000.0,3505.7375,4602.0,53.3518,113.1174981,45.0,45.7942029,8.2e-06,8.08e-06,198823.3252,846.8504535,-56.0521824,16.49091304,0.000141288,-0.000605728,-0.000605728,0.075001336,-1.0,2.0,1.369901547,124.6036128,-15.22877706,0.13391172,12.62540166,5,0,0,41.11105023
Mn3O4,11.36989719,0.478723209,141,32,0.654959628,0.210154779,0.352568057,1.378783493,38.60593782,-0.26654,-0.26654,-0.023644083,0.023644083,0.101015254,4.787552098,0.0,87,15.9994,4,2.63,2.0,0.0,1.959183673,5,2.448979592,0,0.0,0.0,0.489795918,2,0.979591837,2,5,2,1.469387755,2,9.105,9.105,0.0,0.0,12,217,12,3,17247200000000.0,317.5,5150.0,3.358045714,5.496637995,90.7942029,29.2057971,1.63e-05,5.42e-06,154367.6018,736.7362453,435.9231652,17.63882657,0.000183929,-0.000478495,-0.000478495,0.124390668,-2.0,2.666666667,16.65306122,915.24694,-0.043497912,0.097321778,13.91370795,9,0,5,63.07232877
MnFe2O4,10.81992527,0.503056494,227,192,0.686201453,0.214296278,0.377331052,1.378783493,77.21187564,-0.295049,-0.295049,-0.005000329,0.008079036,0.024296477,4.961831344,0.197989899,87,15.9994,4,2.71,2.0,0.0,1.959183673,6,2.775510204,0,0.0,0.0,0.816326531,2,0.979591837,2,5,2,1.142857143,2,9.105,9.105,0.0,0.0,12,229,12,3,15967800000000.0,317.5,5150.0,23.98661714,46.99292024,90.7942029,79.2057971,1.18e-05,9.9e-06,154367.6018,736.7362453,435.9231652,17.63882657,0.000228936,-0.000478495,-0.000478495,0.137041897,-2.0,3.0,15.79591837,1845.00516,-0.066875749,0.195280962,13.91370795,15,0,11,64.5009002
MnO,10.99892596,0.563637716,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.26654,-0.26654,0.018412581,0.037545763,0.0,4.792569766,0.0,52,15.9994,4,2.495,2.0,0.0,2.0,5,2.5,0,0.0,0.0,0.5,2,1.0,0,5,2,1.5,2,9.105,9.105,0.0,0.0,12,217,12,3,17247200000000.0,317.5,5150.0,3.91329,5.496637995,90.7942029,29.2057971,1.63e-05,5.42e-06,154367.6018,-543.4082238,435.9231652,17.63882657,0.000183929,-0.000478495,-0.000478495,0.128443296,-2.0,2.0,17.0,283.74978,-0.047877316,0.099349315,14.20357686,9,0,5,64.75328767
MnS-2,63.32863532,0.123821005,221,48,0.551981525,0.132668526,0.680174762,1.0,2.0,-0.261676,-0.261676,-0.001071982,0.007378042,0.088388348,4.025358734,0.0,52,32.065,4,2.065,2.0,0.0,2.0,5,2.5,0,0.0,0.0,0.5,2,1.0,0,5,2,1.5,2,10.48758621,10.48758621,1.101,0.0,70,217,70,3,1414210000000000.0,3505.7375,5150.0,4.0025,5.370476003,7.7,112.3,1.63e-05,5.42e-06,154367.6018,-543.4082238,435.9231652,17.63882657,0.000183929,-0.000414428,-0.000414428,0.128443296,-2.0,2.0,7.25,87.003045,-0.378420983,0.099349315,14.20357686,9,0,5,64.75328767
MnS,21.46413929,0.365326331,186,12,0.782037453,0.366948035,0.322193677,1.0,4.0,-0.261676,-0.261676,-0.001071982,0.007378042,0.088388348,4.025358734,0.0,52,32.065,4,2.065,2.0,0.0,2.0,5,2.5,0,0.0,0.0,0.5,2,1.0,0,5,2,1.5,2,10.48758621,10.48758621,1.101,0.0,70,217,70,3,1414210000000000.0,3505.7375,5150.0,4.0025,5.370476003,7.7,112.3,1.63e-05,5.42e-06,154367.6018,-543.4082238,435.9231652,17.63882657,0.000183929,-0.000414428,-0.000414428,0.128443296,-2.0,2.0,7.25,87.003045,-0.378420983,0.099349315,14.20357686,9,0,5,64.75328767
MoS2,19.67753161,0.358236513,194,24,0.149711156,0.107744407,0.375860407,0.918295834,5.509775004,-0.153347,-0.153347,0.002227662,0.01184572,0.0,5.139475879,0.0,88,32.065,5,2.44,1.666666667,0.444444444,1.777777778,5,2.222222222,0,0.0,0.0,0.0,2,0.888888889,2,5,2,1.777777778,2,15.69,25.786875,0.978666667,2.202,70,229,70,3,1414210000000000.0,3505.7375,6190.0,46.47,98.14288569,7.7,222.3,4.8e-06,1.15e-05,239669.3653,688.7617189,75.98425728,16.31860796,0.000119014,-0.000414428,-0.000414428,0.123080801,-2.0,4.0,8.0,320.14,-0.243008401,0.132754947,12.62540166,10,1,5,73.92438356
MoSe2,21.57546432,0.394140659,194,24,0.131885425,0.094981443,0.394674496,0.918295834,5.509775004,-0.153347,-0.153347,-0.023898071,0.023898071,0.029462783,4.663270176,0.0,89,78.96,5,2.42,1.666666667,0.444444444,1.777777778,10,2.222222222,10,0.0,0.0,4.444444444,2,0.888888889,2,5,2,1.777777778,2,15.69,25.92,0.355111111,0.799,14,229,14,3,17247200000000.0,3350.0,6190.0,46.68,97.92014706,8.3,221.7,4.8e-06,1.15e-05,239669.3653,646.9921645,75.98425728,16.31860796,0.000119014,-0.000401584,-0.000401584,0.123080801,-2.0,4.0,4.666666667,507.72,-0.843746619,0.132754947,12.62540166,10,1,5,73.92438356
NaCeS2,0.0,0.0,225,192,0.0,0.0,0.523598776,1.0,8.0,-0.337442,-0.337442,0.008726855,0.020250646,0.049232334,4.868375314,0.134350288,88,22.98976928,6,1.8025,1.75,0.375,2.0,1,0.375,0,0.25,0.375,1.75,2,1.0,2,9,1,7.625,2,25.786875,25.786875,1.101,2.202,70,229,70,3,1264910000000000.0,2100.0,3505.7375,37.8525,74.80598111,6.3,15.7,6.3e-06,6.47e-05,48811.60795,688.7617189,298.8756203,36.29955887,0.00214638,-0.000414428,-0.000414428,0.316963943,-2.0,3.0,19.625,454.4715386,-0.114559596,0.308150685,7.953576865,7,1,1,30.34428767
NaCeSe2,27.68221774,0.575207941,166,36,0.938776925,0.795693291,0.512019859,1.5,18.0,-0.337442,-0.337442,-0.008067704,0.016719343,0.068041382,4.453078622,0.134350288,89,22.98976928,6,1.7875,1.75,0.375,2.0,10,4.75,10,0.25,0.375,6.75,2,1.0,2,9,1,7.625,2,25.92,25.92,0.3995,0.799,14,229,14,3,15426300000000.0,2100.0,3350.0,38.01,74.67931548,6.3,15.7,6.3e-06,6.47e-05,48811.60795,646.9921645,298.8756203,36.29955887,0.00214638,-0.000401584,-0.000401584,0.316963943,-2.0,3.0,15.875,963.0773078,-0.194611827,0.308150685,7.953576865,7,1,1,30.34428767
NaLaS2,0.0,0.0,225,192,0.0,0.0,0.523598776,1.0,8.0,-0.261676,-0.141085,0.006899611,0.009128748,0.032230128,4.945545548,0.120208153,88,22.98976928,6,1.7975,1.75,0.375,2.0,1,0.375,0,0.0,0.0,2.0,2,1.0,2,9,1,2.75,2,25.786875,25.786875,1.101,2.202,70,229,70,3,1264910000000000.0,2475.0,3505.7375,38.3525,74.52630952,6.3,21.7,1.21e-05,5.89e-05,135075.0225,688.7617189,-127.17393,13.37962164,0.000575763,-0.000414428,-0.000414428,0.324905812,-2.0,3.0,20.5625,452.0504786,-0.109080064,0.308775685,8.203576865,6,1,1,31.07928767
NaLaSe2,28.46436253,0.599254882,166,36,0.931018318,0.772925582,0.514927692,1.5,18.0,-0.245806,-0.141085,-0.009585955,0.01412933,0.03928371,4.604555695,0.120208153,89,22.98976928,6,1.7825,1.75,0.375,2.0,10,4.75,10,0.0,0.0,7.0,2,1.0,2,9,1,2.75,2,25.92,25.92,0.3995,0.799,14,229,14,3,15426300000000.0,2475.0,3350.0,38.51,74.39747415,6.3,21.7,1.21e-05,5.89e-05,135075.0225,646.9921645,-127.17393,13.37962164,0.000575763,-0.000401584,-0.000401584,0.324905812,-2.0,3.0,16.8125,959.4457178,-0.182115007,0.308775685,8.203576865,6,1,1,31.07928767
NaNdS2,0.0,0.0,225,192,0.0,0.0,0.523598776,1.0,8.0,-0.179508,-0.179508,0.008726855,0.020250646,0.049232334,4.623145253,0.148492424,88,22.98976928,6,1.8075,1.75,0.375,2.0,0,0.0,0,1.0,1.5,1.875,2,1.0,2,0,1,3.125,2,25.786875,25.786875,1.101,2.202,70,229,70,3,1264910000000000.0,2330.0,3505.7375,39.3525,74.01245037,6.3,25.7,9.6e-06,6.14e-05,201807.1674,688.7617189,5.977475414,17.17379904,0.000575763,-0.000414428,-0.000414428,0.260232237,-2.0,3.0,19.625,462.7235386,-0.114559596,0.307525685,7.703576865,9,1,0,30.98178767
NaTbS2,22.71877831,0.608042185,166,36,0.907301098,0.701435609,0.504412097,1.5,18.0,-0.256311,-0.256311,0.010850978,0.022594909,0.049232334,4.847693001,0.120208153,88,22.98976928,6,1.825,1.75,0.375,2.0,0,0.0,0,2.25,3.375,2.5,2,1.0,2,0,1,1.25,2,25.786875,25.786875,1.101,2.202,70,229,70,3,1264910000000000.0,2620.0,3505.7375,37.8525,74.80598111,6.3,32.4,1.03e-05,6.07e-05,179302.184,688.7617189,19.59879916,21.66881116,0.000575763,-0.000414428,-0.000414428,0.235966439,-2.0,3.0,19.0,738.1353578,-0.121171261,0.306275685,6.953576865,14,1,0,33.06678767
NbS2-2,20.83697274,0.338302997,160,18,0.126630083,0.083449953,0.390651254,1.584962501,14.26466251,-0.144272,-0.144272,-0.004076057,0.006159996,0.0,5.771873873,0.0,88,32.065,5,2.253333333,1.666666667,0.444444444,1.777777778,4,1.777777778,0,0.0,0.0,0.444444444,2,0.888888889,2,6,2,2.222222222,2,18.18,25.786875,0.978666667,2.202,70,229,70,3,1414210000000000.0,3480.0,3505.7375,18.13666667,38.03880929,7.7,162.3,7.3e-06,8.98e-06,227165.5045,688.7617189,112.1767178,24.41870549,0.000124953,-0.000414428,-0.000414428,-0.089672019,-2.0,4.0,8.888888889,471.10914,-0.201427597,0.000578387,12.62540166,9,1,4,47.81438356
