filename,DensityFeatures__vpa,DensityFeatures__packing fraction,GlobalSymmetryFeatures__spacegroup_num,GlobalSymmetryFeatures__n_symmetry_ops,ChemicalOrdering__mean ordering parameter shell 1,ChemicalOrdering__mean ordering parameter shell 3,MaximumPackingEfficiency__max packing efficiency,StructuralComplexity__structural complexity per atom,StructuralComplexity__structural complexity per cell,AtomicOrbitals__HOMO_energy,AtomicOrbitals__LUMO_energy,AtomicPackingEfficiency__mean simul. packing efficiency,AtomicPackingEfficiency__mean abs simul. packing efficiency,AtomicPackingEfficiency__dist from 1 clusters |APE| < 0.010,CohesiveEnergy__cohesive energy,ElectronegativityDiff__std_dev EN difference,ElementProperty_magpie__MagpieData mode MendeleevNumber,ElementProperty_magpie__MagpieData minimum AtomicWeight,ElementProperty_magpie__MagpieData maximum Row,ElementProperty_magpie__MagpieData mean Electronegativity,ElementProperty_magpie__MagpieData mean NsValence,ElementProperty_magpie__MagpieData avg_dev NsValence,ElementProperty_magpie__MagpieData avg_dev NpValence,ElementProperty_magpie__MagpieData maximum NdValence,ElementProperty_magpie__MagpieData avg_dev NdValence,ElementProperty_magpie__MagpieData mode NdValence,ElementProperty_magpie__MagpieData mean NfValence,ElementProperty_magpie__MagpieData avg_dev NfValence,ElementProperty_magpie__MagpieData avg_dev NValence,ElementProperty_magpie__MagpieData range NpUnfilled,ElementProperty_magpie__MagpieData avg_dev NpUnfilled,ElementProperty_magpie__MagpieData mode NpUnfilled,ElementProperty_magpie__MagpieData maximum NdUnfilled,ElementProperty_magpie__MagpieData minimum NUnfilled,ElementProperty_magpie__MagpieData avg_dev NUnfilled,ElementProperty_magpie__MagpieData mode NUnfilled,ElementProperty_magpie__MagpieData minimum GSvolume_pa,ElementProperty_magpie__MagpieData mode GSvolume_pa,ElementProperty_magpie__MagpieData avg_dev GSbandgap,ElementProperty_magpie__MagpieData mode GSbandgap,ElementProperty_magpie__MagpieData minimum SpaceGroupNumber,ElementProperty_magpie__MagpieData maximum SpaceGroupNumber,ElementProperty_magpie__MagpieData mode SpaceGroupNumber,ElementProperty_matminer__PymatgenData maximum block,ElementProperty_matminer__PymatgenData std_dev electrical_resistivity,ElementProperty_matminer__PymatgenData minimum velocity_of_sound,ElementProperty_matminer__PymatgenData maximum velocity_of_sound,ElementProperty_matminer__PymatgenData mean thermal_conductivity,ElementProperty_matminer__PymatgenData std_dev thermal_conductivity,ElementProperty_matminer__PymatgenData minimum bulk_modulus,ElementProperty_matminer__PymatgenData range bulk_modulus,ElementProperty_matminer__PymatgenData minimum coefficient_of_linear_thermal_expansion,ElementProperty_matminer__PymatgenData range coefficient_of_linear_thermal_expansion,ElementProperty_mp_transport__TransportData maximum sigma_n,ElementProperty_mp_transport__TransportData mode S_p,ElementProperty_mp_transport__TransportData maximum S_n,ElementProperty_mp_transport__TransportData maximum PF_n,ElementProperty_mp_transport__TransportData maximum m_p,ElementProperty_mp_transport__TransportData minimum m_n,ElementProperty_mp_transport__TransportData mode m_n,Miedema__Miedema_deltaH_ss_min,OxidationStates_deml__minimum oxidation state,OxidationStates_deml__maximum oxidation state,WenAlloys__Radii local mismatch,WenAlloys__Total weight,WenAlloys__Lambda entropy,WenAlloys__Electronegativity local mismatch,WenAlloys__Mixing enthalpy,WenAlloys__Interant electrons,WenAlloys__Interant s electrons,WenAlloys__Interant d electrons,WenAlloys__Shear modulus mean
Ag,17.28523119,0.992597929,225,192,0.0,0.0,0.74048049,0.0,0.0,-0.157407,-0.157407,0.023994,0.023994,1.0,2.95,0.0,65,107.8682,5,1.93,1.0,0.0,0.0,10,0.0,10,0.0,0.0,0.0,0,0.0,0,0,1,0.0,1,16.33,16.33,0.0,0.0,225,225,225,3,0.0,2600.0,2600.0,430.0,0.0,100.0,0.0,1.89e-05,0.0,200974.7217,34.00272875,42.78526199,17.10095134,0.000140408,0.00014037,0.00014037,0.0,0.0,0.0,0.0,431.4728,0.0,0.0,1e-06,1,1,0,28.65
Ag2S,20.54908897,0.624575289,14,4,0.454465697,0.033964956,0.393269204,1.584962501,19.01955001,-0.261676,-0.157407,-0.010553536,0.010553536,0.277296777,3.035040533,0.0,65,32.065,5,2.146666667,1.333333333,0.444444444,1.777777778,10,4.444444444,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,16.33,16.33,0.978666667,0.0,70,225,225,3,1414210000000000.0,2600.0,3505.7375,286.735,303.910959,7.7,92.3,1.63e-05,2.62e-06,200974.7217,34.00272875,42.78526199,17.10095134,0.000140408,-0.000414428,0.00014037,-0.021402835,-2.0,1.0,9.111111111,991.2056,-0.24064337,0.06608828,12.62540166,5,1,0,36.76219178
Ag2Se,20.10654804,0.674493297,19,4,0.441771903,0.030547872,0.488289384,1.584962501,19.01955001,-0.245806,-0.157407,0.005850317,0.015088016,0.094280904,3.006581319,0.0,65,78.96,5,2.136666667,1.333333333,0.444444444,1.777777778,10,0.0,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,16.33,16.33,0.355111111,0.0,14,225,225,3,17247200000000.0,2600.0,3350.0,286.84,303.6882204,8.3,91.7,1.63e-05,2.62e-06,200974.7217,34.00272875,42.78526199,17.10095134,0.000140408,-0.000401584,0.00014037,-0.021402835,-2.0,1.0,5.777777778,1178.7856,-0.645198681,0.06608828,12.62540166,5,1,0,36.76219178
Ag2Te,23.04480953,0.662601986,14,4,0.481833886,0.066310588,0.532223632,1.584962501,19.01955001,-0.226594,-0.157407,0.023821865,0.023821865,0.033671751,2.791856538,0.0,65,107.8682,5,1.986666667,1.333333333,0.444444444,1.777777778,10,0.0,10,0.0,0.0,2.222222222,2,0.888888889,0,0,1,0.444444444,1,16.33,16.33,0.206222222,0.0,152,225,225,3,7.07e-05,2600.0,2610.0,287.6666667,301.9345956,65.0,35.0,1.63e-05,2.62e-06,200974.7217,34.00272875,42.78526199,17.10095134,0.000140408,-0.000893918,0.00014037,-0.021402835,-2.0,1.0,0.888888889,1373.3456,-30.29393261,0.06608828,12.62540166,5,1,0,36.76219178
Ag3SbS3,22.75937092,0.482113973,161,18,0.526022742,0.090569802,0.334487958,1.448815636,60.8502567,-0.261676,-0.185623,0.009659942,0.009659942,0.03888079,3.085360761,0.084852814,65,32.065,5,2.225714286,1.571428571,0.489795918,1.836734694,10,4.897959184,0,0.0,0.0,2.93877551,3,1.102040816,0,0,1,0.612244898,1,16.33,16.33,1.078530612,0.0,70,225,70,3,1264910000000000.0,2600.0,3505.7375,187.8021429,268.2486585,7.7,92.3,1.1e-05,7.9e-06,200974.7217,34.00272875,42.78526199,17.95677256,0.001005039,-0.000414428,-0.000414428,-0.264137899,-2.0,3.0,11.3877551,3249.3576,-0.283974288,0.078954431,14.89329979,8,1,0,37.84567515
Ag8SnS6,20.85266258,0.559995855,33,4,0.684042874,0.122304016,0.38018965,3.906890596,234.4134357,-0.261676,-0.261676,0.005934543,0.005934543,0.038640077,3.127630076,0.021213203,65,32.065,5,2.192,1.466666667,0.497777778,1.848888889,10,4.8,10,0.0,0.0,2.56,4,1.137777778,0,0,1,0.64,1,16.33,16.33,1.05696,0.0,70,225,225,3,1319820000000000.0,2500.0,3505.7375,233.882,283.236779,7.7,92.3,1.63e-05,5.72e-06,200974.7217,34.00272875,42.78526199,18.72348504,0.000220362,-0.000414428,0.00014037,-0.119389829,-2.0,4.0,10.52444444,4696.1824,-0.277714902,0.07315312,14.06210046,7,1,0,37.70396347
AgBiS2,22.61747728,0.471893364,166,36,0.932701676,0.778057469,0.516651638,1.5,18.0,-0.261676,-0.180198,0.008982384,0.008982384,0.049232334,2.999416004,0.06363961,88,32.065,6,2.2775,1.75,0.375,1.375,10,5.0,0,3.5,5.25,8.0,3,0.875,2,0,1,0.5,2,16.33,25.786875,1.101,2.202,12,225,70,3,1264910000000000.0,1790.0,3505.7375,109.6025,234.0198727,7.7,92.3,1.34e-05,5.5e-06,200974.7217,688.7617189,42.78526199,20.90051016,0.000276223,-0.000414428,-0.000414428,-0.201077331,-2.0,3.0,13.625,1142.9358,-0.212813228,0.061849315,13.70357686,8,1,0,36.86828767
AgGaS2,22.1219084,0.392570529,33,4,0.739853871,0.294723865,0.314538773,2.0,32.0,-0.261676,-0.261676,-0.01979952,0.02269959,0.0,3.485011174,0.084852814,88,32.065,5,2.225,1.75,0.375,1.75,10,5.0,0,0.0,0.0,3.0,5,1.375,2,0,1,1.25,2,16.33,25.786875,1.101,2.202,64,225,70,3,1264910000000000.0,2600.0,3505.7375,114.8525,230.6310448,7.7,92.3,1.63e-05,0.000103724,200974.7217,688.7617189,42.78526199,20.63066982,0.000173757,-0.000414428,-0.000414428,-0.206743145,-2.0,3.0,9.625,966.8848,-0.376107862,0.058724315,15.45357686,6,1,0,43.02328767
AgInS2-1,24.6413873,0.417320215,33,4,0.755060769,0.318331796,0.329468755,2.0,32.0,-0.261676,-0.261676,0.011549689,0.01984848,0.03928371,3.352108353,0.106066017,88,32.065,5,2.2175,1.75,0.375,1.75,10,5.0,0,0.0,0.0,3.0,5,1.375,2,0,1,1.25,2,16.33,25.786875,1.101,2.202,70,225,70,3,1264910000000000.0,1215.0,3505.7375,128.1025,224.484371,7.7,92.3,1.63e-05,1.58e-05,205785.0644,688.7617189,45.19519666,17.10095134,0.000140408,-0.000414428,-0.000414428,-0.128710998,-2.0,3.0,12.3125,1147.2648,-0.247947016,0.084375,14.70357686,6,1,0,34.58778767
AgInSe2-1,29.26187321,0.388706048,33,4,0.753727026,0.316093774,0.331737024,2.0,32.0,-0.245806,-0.245806,0.00056496,0.013044805,0.036021908,3.248737781,0.106066017,89,78.96,5,2.2025,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,5,1.375,2,0,1,1.25,2,16.33,25.92,0.3995,0.799,14,225,14,3,15426300000000.0,1215.0,3350.0,128.26,224.3408393,8.3,91.7,1.63e-05,1.58e-05,205785.0644,646.9921645,45.19519666,17.10095134,0.000140408,-0.000401584,-0.000401584,-0.128710998,-2.0,3.0,8.5625,1522.4248,-0.587555726,0.084375,14.70357686,6,1,0,34.58778767
AgInSe2-2,28.05929114,0.405365447,122,16,0.662723812,0.176547634,0.336149096,1.5,24.0,-0.245806,-0.245806,0.00056496,0.013044805,0.036021908,3.248737781,0.106066017,89,78.96,5,2.2025,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,5,1.375,2,0,1,1.25,2,16.33,25.92,0.3995,0.799,14,225,14,3,15426300000000.0,1215.0,3350.0,128.26,224.3408393,8.3,91.7,1.63e-05,1.58e-05,205785.0644,646.9921645,45.19519666,17.10095134,0.000140408,-0.000401584,-0.000401584,-0.128710998,-2.0,3.0,8.5625,1522.4248,-0.587555726,0.084375,14.70357686,6,1,0,34.58778767
AgInTe2,34.04640507,0.409322925,122,16,0.661225727,0.174282801,0.337660261,1.5,24.0,-0.226594,-0.226594,0.005649644,0.014770133,0.050507627,2.838613978,0.106066017,90,107.8682,5,1.9775,1.75,0.375,1.75,10,0.0,10,0.0,0.0,2.0,5,1.375,2,0,1,1.25,2,16.33,34.76333333,0.232,0.464,139,225,152,3,6.32e-05,1215.0,2610.0,129.5,223.2137989,65.0,35.0,1.63e-05,1.58e-05,205785.0644,424.94949,45.19519666,17.10095134,0.000140408,-0.000893918,-0.000893918,-0.128710998,-2.0,3.0,3.0625,1911.5448,-4.805809544,0.084375,14.70357686,6,1,0,34.58778767
AgSbS2,24.20872293,0.395569355,15,8,0.673340758,0.226900942,0.320933469,2.25,72.0,-0.261676,-0.185623,0.011549689,0.01984848,0.03928371,3.100111399,0.084852814,88,32.065,5,2.285,1.75,0.375,1.375,10,5.0,0,0.0,0.0,3.5,3,0.875,2,0,1,0.5,2,16.33,25.786875,1.101,2.202,70,225,70,3,1264910000000000.0,2600.0,3505.7375,113.6025,231.3905547,7.7,92.3,1.1e-05,7.9e-06,200974.7217,688.7617189,42.78526199,17.95677256,0.001005039,-0.000414428,-0.000414428,-0.341326839,-2.0,3.0,12.3125,2350.0656,-0.247947016,0.083724315,15.20357686,8,1,0,38.65828767
Al2Se3,25.25534513,0.280925408,9,4,0.457242656,0.028658925,0.272879129,2.321928095,46.4385619,-0.245806,-0.245806,0.0137064,0.019356919,0.035355339,3.840823536,0.0,89,26.9815386,4,2.174,2.0,0.0,1.44,10,4.8,10,0.0,0.0,6.24,3,1.44,2,0,2,1.44,2,16.48,25.92,0.38352,0.799,14,225,14,2,17247200000000.0,3350.0,5100.0,94.312,165.8023981,8.3,67.7,1.63e-05,6.82e-06,157354.8977,646.9921645,-37.09278318,16.80903446,0.000178962,-0.000401584,-0.000401584,-0.353570638,-2.0,3.0,5.52,1163.372309,-0.713082736,0.035375342,13.63543379,5,0,0,42.42794521
Au,18.14473803,0.567988068,225,192,0.0,0.0,0.74048049,0.0,0.0,-0.162334,-0.162334,0.023994,0.023994,1.0,3.81,0.0,66,196.966569,6,2.54,1.0,0.0,0.0,10,0.0,10,14.0,0.0,0.0,0,0.0,0,0,1,0.0,1,16.7,16.7,0.0,0.0,225,225,225,3,0.0,1740.0,1740.0,320.0,0.0,220.0,0.0,1.42e-05,0.0,324361.4986,-18.74595916,-36.53975772,21.04207243,8.69e-05,8.69e-05,8.69e-05,0.0,0.0,0.0,0.0,787.866276,0.0,0.0,1e-06,1,1,0,27.57
Au3Pd,17.31292318,0.612433036,221,48,0.333333333,0.014245014,0.74048049,0.811278124,3.245112498,-0.160771,-0.160771,0.023984988,0.023984988,1.0,3.92625477,0.0,66,106.42,6,2.455,0.75,0.375,0.0,10,0.0,10,10.5,5.25,5.625,0,0.0,0,0,0,0.375,1,14.41,16.7,0.0,0.0,225,225,225,3,5.89e-08,1740.0,3070.0,258.0,175.3624817,180.0,40.0,1.18e-05,2.4e-06,330022.5646,-18.74595916,80.3307176,23.32029032,8.69e-05,8.54e-05,8.69e-05,0.006928238,0.0,0.0,0.1875,697.319707,-508.1082058,0.05625,1e-06,1,1,0,33.455
BaClF,23.68918279,0.652086049,129,16,0.415610702,0.109867518,0.52755092,1.584962501,9.509775004,-0.32038,-0.118967,-0.007667367,0.014313772,0.07856742,4.777053105,0.0,9,18.9984032,6,2.676666667,2.0,0.0,2.222222222,0,0.0,0,0.0,0.0,2.222222222,1,0.444444444,0,0,0,0.444444444,0,9.7075,9.7075,0.991777778,0.0,15,229,15,2,14082300000000.0,206.0,3505.7375,6.0122,10.38174359,1.1,89.6942029,1.63e-05,4.32e-06,62199.72394,197.2206286,-136.5393806,16.82117099,0.000457989,-0.000605728,-0.000605728,0.393068022,-1.0,2.0,15.36990155,383.5568064,-0.268848614,0.385022831,18.93810249,10,0,0,36.95938356
BaF2,20.10896748,0.707428422,225,192,0.389072747,0.053131622,0.510131071,0.918295834,11.01955001,-0.415606,-0.118967,-0.007667367,0.014313772,0.07856742,5.355251923,0.0,93,18.9984032,6,2.95,2.0,0.0,2.222222222,0,0.0,0,0.0,0.0,2.222222222,1,0.444444444,1,0,0,0.444444444,1,9.7075,9.7075,0.875555556,1.97,15,229,15,2,17247200000000.0,1620.0,3505.7375,6.018466667,12.7083352,9.6,81.1942029,1.63e-05,4.32e-06,62199.72394,846.8504535,-136.5393806,16.82117099,0.000457989,-0.000605728,-0.000605728,0.281429435,-1.0,2.0,15.36990155,701.2952256,-0.155765554,0.385022831,12.62540166,5,0,0,36.95938356
Bi,36.0824186,0.475502623,166,36,0.0,0.0,0.436448165,0.0,0.0,-0.180198,-0.180198,0.023994,0.023994,1.0,2.18,0.0,86,208.9804,6,2.02,2.0,0.0,0.0,10,0.0,10,14.0,0.0,0.0,0,0.0,3,0,3,0.0,3,32.95,32.95,0.0,0.0,12,12,12,2,0.0,1790.0,1790.0,8.0,0.0,31.0,0.0,1.34e-05,0.0,103172.6523,111.8858866,-80.96944956,20.90051016,0.000276223,0.000276168,0.000276168,-0.098460595,0.0,0.0,0.0,1253.8824,0.0,0.0,1e-06,3,0,0,12.85
Bi2S3,25.86405318,0.362518122,62,8,0.58333906,0.132284564,0.377758015,2.321928095,46.4385619,-0.261676,-0.180198,0.020678664,0.020678664,0.044659376,2.996615469,0.0,88,32.065,6,2.356,2.0,0.0,0.48,10,4.8,0,5.6,6.72,11.04,1,0.48,2,0,2,0.48,2,25.786875,25.786875,1.05696,2.202,12,70,70,2,1414210000000000.0,1790.0,3505.7375,3.323,5.511897359,7.7,23.3,1.34e-05,2.88e-06,103172.6523,688.7617189,-80.96944956,20.90051016,0.000276223,-0.000414428,-0.000414428,-0.476629537,-2.0,3.0,14.16,2056.6232,-0.107345726,0.023375342,13.63543379,7,0,0,36.93194521
Bi2Se3,30.35556509,0.352004307,166,36,0.567164186,0.182685063,0.434981012,1.521928095,22.82892142,-0.245806,-0.180198,-0.00565877,0.013366384,0.094280904,2.782076935,0.0,89,78.96,6,2.338,2.0,0.0,0.48,10,0.0,10,5.6,6.72,6.24,1,0.48,2,0,2,0.48,2,25.92,25.92,0.38352,0.799,12,14,14,2,17247200000000.0,1790.0,3350.0,3.512,5.289158723,8.3,22.7,1.34e-05,2.88e-06,103172.6523,646.9921645,-80.96944956,20.90051016,0.000276223,-0.000401584,-0.000401584,-0.476629537,-2.0,3.0,10.56,1964.5224,-0.221429458,0.023375342,13.63543379,7,0,0,36.93194521
Bi8Se9,30.85770327,0.37095116,166,36,0.603768124,0.257329861,0.42390698,3.146286371,160.4606049,-0.180198,-0.180198,-0.026852698,0.026852698,0.0,2.709457517,0.0,89,78.96,6,2.300588235,2.0,0.0,0.498269896,10,0.0,10,6.588235294,6.975778547,6.477508651,1,0.498269896,2,0,2,0.498269896,2,25.92,25.92,0.398117647,0.799,12,14,14,2,17247200000000.0,1790.0,3350.0,4.04,5.289158723,8.3,22.7,1.34e-05,2.88e-06,103172.6523,646.9921645,-80.96944956,20.90051016,0.000276223,-0.000401584,-0.000401584,-0.500886662,-2.0,2.25,10.96193772,7147.4496,-0.229297461,0.024265061,14.15442954,7,0,0,34.09877518
BiBrO,21.58434955,0.377321071,129,16,0.511518423,0.232853988,0.465318784,1.584962501,9.509775004,-0.295334,-0.180198,0.008564412,0.02526523,0.048029211,3.377466067,0.0,86,15.9994,6,2.806666667,2.0,0.0,0.666666667,10,4.444444444,0,4.666666667,6.222222222,7.777777778,2,0.666666667,1,0,1,0.666666667,1,9.105,9.105,0.647555556,0.0,12,64,12,2,14059800000000.0,317.5,3505.7375,2.715526667,4.576726519,1.9,88.8942029,1.34e-05,2.88e-06,103172.6523,111.8858866,-80.96944956,20.90051016,0.000276223,-0.000478495,-0.000478495,-0.564138961,-2.0,3.0,21.77777778,609.7676,-0.074278943,0.021643836,18.93810249,12,0,0,39.60771689
BiClO,18.93096423,0.391789404,129,16,0.479332069,0.169833053,0.493916609,1.584962501,9.509775004,-0.32038,-0.180198,0.008564412,0.02526523,0.048029211,3.551080428,0.0,86,15.9994,6,2.873333333,2.0,0.0,0.666666667,10,4.444444444,0,4.666666667,6.222222222,10.0,2,0.666666667,1,0,1,0.666666667,1,9.105,9.105,1.108,0.0,12,64,12,2,14082300000000.0,206.0,1790.0,2.678493333,4.608568438,1.1,89.6942029,1.34e-05,2.88e-06,103172.6523,111.8858866,-80.96944956,20.90051016,0.000276223,-0.000568144,-0.000568144,-0.564138961,-2.0,3.0,21.77777778,520.8656,-0.074278943,0.021643836,18.93810249,12,0,0,39.60771689
BiSe,31.14559486,0.377708486,164,12,0.632502381,0.28781652,0.424655798,2.584962501,31.01955001,-0.180198,-0.180198,-0.035659177,0.035659177,0.041594517,2.677938195,0.0,86,78.96,6,2.285,2.0,0.0,0.5,10,0.0,10,7.0,7.0,6.5,1,0.5,2,0,2,0.5,2,25.92,25.92,0.3995,0.0,12,14,12,2,17247200000000.0,1790.0,3350.0,4.26,5.289158723,8.3,22.7,1.34e-05,2.88e-06,103172.6523,111.8858866,-80.96944956,20.90051016,0.000276223,-0.000401584,-0.000401584,-0.505984395,-2.0,2.0,11.0,1727.6424,-0.233370626,0.024349315,14.20357686,7,0,0,32.91828767
C,5.643293951,0.254595109,227,192,0.0,0.0,0.340087381,0.0,0.0,-0.199186,-0.199186,0.023994,0.023994,1.0,7.37,0.0,77,12.0107,2,2.55,2.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,4,0,4,0.0,4,5.64,5.64,0.0,4.496,194,194,194,2,0.0,18350.0,18350.0,140.0,0.0,33.0,0.0,7.1e-06,0.0,34182.10615,518.9706708,-543.0263829,7.705405766,0.000835509,0.000835706,0.000835706,-0.025910683,0.0,0.0,0.0,96.0856,0.0,0.0,1e-06,2,0,0,451.3
CH5N2PbBr3,18.99420397,0.208860208,25,4,0.828136413,0.382044843,0.250764572,3.084962501,37.01955001,-0.266297,-0.233471,0.006660874,0.024261112,0.041143998,3.901945142,0.184070145,92,1.00794,6,2.57,1.583333333,0.486111111,1.763888889,10,4.444444444,0,1.166666667,2.138888889,7.722222222,4,1.388888889,0,0,1,1.111111111,1,5.64,6.615,2.758694444,7.853,64,225,194,2,14122700000000.0,333.6,18350.0,14.69284667,45.86935945,1.9,88.8942029,7.1e-06,2.18e-05,143338.1374,738.6523347,-162.4705406,22.55550469,0.001868154,-0.000737103,0.001864669,3.080224547,-3.0,2.0,16.64143812,491.9758,-0.166532984,0.534442542,21.23601598,13,1,0,51.30464384
CH5N2PbI3,22.33606777,0.23495572,25,4,0.835255475,0.398298445,0.253287669,3.084962501,37.01955001,-0.266297,-0.233471,0.006660874,0.024261112,0.041143998,3.758851165,0.184070145,92,1.00794,6,2.495,1.583333333,0.486111111,1.763888889,10,4.444444444,0,1.166666667,2.138888889,7.722222222,4,1.388888889,0,0,1,1.111111111,1,5.64,6.615,2.873902778,7.853,64,225,194,2,14149800000000.0,333.6,18350.0,14.77509667,45.83347021,7.7,83.0942029,7.1e-06,2.18e-05,143338.1374,738.6523347,-162.4705406,22.55550469,0.001868154,-0.000737103,0.001864669,3.080224547,-3.0,2.0,16.64143812,632.97721,-0.166532984,0.534442542,21.23601598,13,1,0,51.30464384
CH6NPbBr3,17.81620127,0.217595506,62,8,0.771493536,0.474368057,0.213912477,3.084962501,148.0782,-0.233471,-0.233471,0.023255579,0.030701459,0.051031036,3.790989831,0.091923882,92,1.00794,6,2.5,1.5,0.5,1.833333333,10,4.444444444,0,1.166666667,2.138888889,7.944444444,4,1.25,0,0,1,1.0,1,5.64,6.615,2.857027778,7.853,64,225,194,2,14699400000000.0,333.6,18350.0,14.70573583,47.73643178,1.9,88.8942029,7.1e-06,2.18e-05,143338.1374,738.6523347,-162.4705406,22.55550469,0.001868154,-0.000737103,0.001864669,2.762757524,-3.0,2.0,12.59388186,1915.90816,-0.232725431,0.445136986,17.01379376,13,1,0,51.30464384
CH6NPbCl3,17.37039941,0.191778337,1,1,0.768193613,0.430528428,0.184820963,5.584962501,268.0782,-0.233471,-0.233471,0.023255579,0.030701459,0.051031036,4.042026129,0.091923882,92,1.00794,6,2.55,1.5,0.5,1.833333333,10,1.527777778,0,1.166666667,2.138888889,4.611111111,4,1.25,0,0,1,1.0,1,5.64,6.615,2.554861111,7.853,64,225,194,2,14727600000000.0,206.0,18350.0,14.67796083,47.7491963,1.1,89.6942029,7.1e-06,2.18e-05,143338.1374,738.6523347,-162.4705406,22.55550469,0.001868154,-0.000737103,0.001864669,2.762757524,-3.0,2.0,12.59388186,1382.49616,-0.232725431,0.445136986,17.01379376,13,1,0,51.30464384
CH6NPbI3,21.37750491,0.241261965,62,8,0.776595958,0.497921714,0.21140866,3.084962501,148.0782,-0.233471,-0.233471,0.023255579,0.030701459,0.051031036,3.643568759,0.091923882,92,1.00794,6,2.425,1.5,0.5,1.833333333,10,4.444444444,0,1.166666667,2.138888889,7.944444444,4,1.25,0,0,1,1.0,1,5.64,6.615,2.972236111,7.853,64,225,194,2,14727600000000.0,333.6,18350.0,14.78798583,47.6990391,7.7,83.0942029,7.1e-06,2.18e-05,143338.1374,738.6523347,-162.4705406,22.55550469,0.001868154,-0.000737103,0.001864669,2.762757524,-3.0,2.0,12.59388186,2479.9138,-0.232725431,0.445136986,17.01379376,13,1,0,51.30464384
CaF2,13.98633076,0.607169539,225,192,0.389072747,0.053131622,0.510131071,0.918295834,11.01955001,-0.415606,-0.141411,0.004431988,0.004431988,0.027729678,5.395548903,0.0,93,18.9984032,4,2.986666667,2.0,0.0,2.222222222,0,0.0,0,0.0,0.0,2.222222222,1,0.444444444,1,0,0,0.444444444,1,9.7075,9.7075,0.875555556,1.97,15,225,15,2,17247200000000.0,3505.7375,3810.0,66.68513333,141.4017694,17.0,73.7942029,1.63e-05,6.02e-06,99993.23162,846.8504535,-138.3814783,17.46788243,0.000279612,-0.000605728,-0.000605728,0.135736653,-1.0,2.0,10.48101266,312.2992256,-0.307772877,0.33391172,12.62540166,5,0,0,37.77705023
CaS,23.20702872,0.616576448,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.261676,-0.141411,-0.019608497,0.028031581,0.037216146,4.781088926,0.0,7,32.065,4,1.79,2.0,0.0,2.0,0,0.0,0,0.0,0.0,2.0,2,1.0,0,0,0,1.0,0,25.786875,25.786875,1.101,0.0,70,225,70,2,1414210000000000.0,3505.7375,3810.0,100.1025,141.2763993,7.7,9.3,1.63e-05,6.02e-06,99993.23162,264.7974578,-138.3814783,17.46788243,0.000279612,-0.000414428,-0.000414428,0.208130642,-2.0,2.0,24.5,288.572,-0.055453696,0.375650685,14.20357686,4,0,0,30.17228767
Cd,22.30752204,0.699249836,194,24,0.0,0.0,0.607786324,0.0,0.0,0.0,0.0,0.023994,0.023994,1.0,1.16,0.0,70,112.411,5,1.69,2.0,0.0,0.0,10,0.0,10,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,19.495,19.495,0.0,0.0,194,194,194,3,0.0,2310.0,2310.0,97.0,0.0,42.0,0.0,3.08e-05,0.0,210065.7165,222.1232797,-0.509162544,16.70807701,0.000133778,0.000133713,0.000133713,0.0,0.0,0.0,0.0,224.822,0.0,0.0,1e-06,0,0,0,24.13
Cd3P2,23.92282345,0.461259716,137,16,0.573994101,0.097698618,0.365535025,2.521928095,100.8771238,-0.20608,-0.204228,-0.033381211,0.033381211,0.016637807,2.191177782,0.0,70,30.973762,5,1.89,2.0,0.0,1.44,10,4.8,10,0.0,0.0,3.36,3,1.44,0,0,0,1.44,0,19.495,19.495,0.78,0.0,2,194,194,3,1.93e-08,2310.0,3505.7375,58.2944,68.42248057,11.0,31.0,1.63e-05,1.45e-05,210065.7165,222.1232797,-0.509162544,16.70807701,0.000683586,0.000133713,0.000133713,-0.767880407,-3.0,2.0,13.2,3193.444192,-0.140463514,0.36,11.04,3,0,0,17.3424
CdS-1,25.48884667,0.388156467,216,96,0.660958306,0.173874497,0.340087381,1.0,8.0,-0.261676,-0.204228,0.005983796,0.014313019,0.064282435,2.781608389,0.0,70,32.065,5,2.135,2.0,0.0,2.0,10,5.0,0,0.0,0.0,3.0,2,1.0,0,0,0,1.0,0,19.495,19.495,1.101,0.0,70,194,70,3,1414210000000000.0,2310.0,3505.7375,48.6025,68.44440088,7.7,34.3,1.63e-05,1.45e-05,210065.7165,222.1232797,-0.509162544,16.70807701,0.000133778,-0.000414428,-0.000414428,0.071061999,-2.0,2.0,13.5,577.904,-0.13359637,0.000650685,14.20357686,4,0,0,38.55828767
